userName;score;at;content;label
Pengguna Google;1;27/03/2025 13:58;gimana si capcut, dulu bagus banget sekarang lag parah, kalo lagi edit atau ekspor selalu nge lag dan keluar sendiri, sekarang kualitasnya kaya sampah, gak sebagus dulu, padahal aplikasi ini simpel untuk digunakan, tapi kenapa banyak bug? terlebih lagi untuk fitur juga banyak yang pro, kebelet haji kah? tolong capcut kedepannya di perbaiki lagi untuk dikurangi lag dan bug nya;negatif
Pengguna Google;5;27/03/2025 13:58;aku kasih bintang 5 tapi tidak bisa donlod;negatif
Pengguna Google;4;27/03/2025 13:57;keren banget capcut;positif
Pengguna Google;2;27/03/2025 13:56;sumpahh lama lama aku complain jugaa?? cape banget aslii setiap kali ngedit bolak balik capcut banyak kalii iklannyaa, trs skrg apa apa serba premium g kyk dulu, skrg mlh makin banyak bug nyaa padahal aku pake wifi, nyari template aja sekarang mls bgtt smuanya jadi serba rumit, nguras batin sekalii?? pas buka capcut isinya putih semua ga nampilin apa apa, bahkan aku g bisa nyari template sangking bug nya;negatif
Pengguna Google;3;27/03/2025 13:56;ngelek bgt jir;negatif
Pengguna Google;1;27/03/2025 13:54;apk nya dikit dikit pro, pdhl dulu pake pas taun 2021 masih gratis + dikit dikit iklan mana iklannya jud0l;negatif
Pengguna Google;1;27/03/2025 13:54;jelek;negatif
Pengguna Google;5;27/03/2025 13:53;sangat bagus;positif
Pengguna Google;1;27/03/2025 13:53;capcut apk kikir lu, eek pdhl dh bagus buat ngeditt apalagi buat pelajar, eh malah jadi serba pro. mana sekarang ditinggal bentar Langsung iklan;negatif
Pengguna Google;5;27/03/2025 13:51;aplikasi nya bisa bikin konten kayak yg lain ??????;positif
Pengguna Google;3;27/03/2025 13:50;tulung dong hilangin iklan nya pas waktu ekstrak nya;negatif
Pengguna Google;5;27/03/2025 13:49;lucuu bagus;positif
Pengguna Google;1;27/03/2025 13:48;ini aplikasi buat ngedit vidio apa nonton iklan sii;negatif
Pengguna Google;5;27/03/2025 13:47;baguss;positif
Pengguna Google;5;27/03/2025 13:44;bagus bngt di pke nya;positif
Pengguna Google;5;27/03/2025 13:43;sanggan baguss;positif
Pengguna Google;5;27/03/2025 13:42;suka;positif
Pengguna Google;1;27/03/2025 13:40;sinyal jelek dikit ga bisa ngedit, terus terlalu banyak iklan;negatif
Pengguna Google;5;27/03/2025 13:37;sangat Bagus ????;positif
Pengguna Google;5;27/03/2025 13:36;keren, sayang nya banyak yg pro dlu mah enggak+ berbayar;negatif
Pengguna Google;5;27/03/2025 13:36;sangat bgus;positif
Pengguna Google;4;27/03/2025 13:33;saya lagi download tiba tiba ini kok bug pas download,tiba tiba aja pas Donload mundur terus pas Donload angka nya aja beda malah mundur saya kasi rangking 4 ya maaf ya kal capcut;negatif
Pengguna Google;1;27/03/2025 13:32;banyak iklan,hal ini cenderung membuat pengguna meninggalkan aplikasi ini iklan yang memaksa dan durasi yang panjang capcut yang dulu sangat lah di gemari para pengguna editor karena simpel dan sedikit iklan;negatif
Pengguna Google;5;27/03/2025 13:30;Saya suka banget;positif
Pengguna Google;5;27/03/2025 13:28;????s ??????;positif
Pengguna Google;5;27/03/2025 13:23;Oke langsung bagus;positif
Pengguna Google;3;27/03/2025 13:22;sekarang ko aga susah aku buka apl ini ya.....??iklan nya bnyakkkkk bgt;negatif
Pengguna Google;5;27/03/2025 13:21;bagus and canggih;positif
Pengguna Google;1;27/03/2025 13:18;saya heran dulu tuh pas mau edit vidio itu gratis dulu nya pas sekarang nya tuh pas mau ngedit dia disuruh bayar trus aku udah kesel padahal saldo uang kuh gak ada gratis nya tu selama selamanya harus nanti ku kasih bintang 5 kalo gratis kalo masih enggak saya kasih bintang 1;negatif
Pengguna Google;5;27/03/2025 13:17;BAGUS BANGET COO BISA EDIT BEOMJIN GUAA;positif
Pengguna Google;5;27/03/2025 13:16;bagus bangett;positif
Pengguna Google;1;27/03/2025 13:14;terlalu bnyk yg premium.;negatif
Pengguna Google;5;27/03/2025 13:13;untuk ngedit pass mantappp;positif
Pengguna Google;5;27/03/2025 13:11;sangat bagus;positif
Pengguna Google;1;27/03/2025 13:09;banyak bug di video yang hasil edit sendiri.;netral
Pengguna Google;5;27/03/2025 13:06;sangat bagus;positif
Pengguna Google;5;27/03/2025 13:05;saya suka;positif
Pengguna Google;3;27/03/2025 13:04;I really like this but there's too much pro even tho there's some are not pro but I am just gonna give this 3 stars;netral
Pengguna Google;4;27/03/2025 13:03;pro smuaa;negatif
Pengguna Google;5;27/03/2025 13:02;bagus banget tapi kaya aku hp Vivo gak bisa ke download;netral
Pengguna Google;5;27/03/2025 12:59;???????????????? ?????? ???????????? ???????????????? ???? ?????? ??????????????????????;positif
Pengguna Google;5;27/03/2025 12:57;wow;netral
Pengguna Google;5;27/03/2025 12:56;aplikasi ini sangat bagus;positif
Pengguna Google;5;27/03/2025 12:53;sangat cocok buat saya editing ditambah ada template yang mempermudah saya ngediting;positif
Pengguna Google;3;27/03/2025 12:53;dikit dikit premium, taun depan paling login google harus bayar 3k??;negatif
Pengguna Google;1;27/03/2025 12:51;sumpah ini capcut jadi pro capcut kebelet ummroh;negatif
Pengguna Google;5;27/03/2025 12:51;bagus;positif
Pengguna Google;3;27/03/2025 12:49;lemot pisan ah,,;negatif
Pengguna Google;1;27/03/2025 12:47;ngeleg;negatif
Pengguna Google;5;27/03/2025 12:47;capcut nya seru dan bermanfaat;positif
Pengguna Google;5;27/03/2025 12:47;aplikasi ini sangat bagussssssss;positif
Pengguna Google;5;27/03/2025 12:44;ilovyu;positif
Pengguna Google;3;27/03/2025 12:42;bagus sih cuma aku mah ga suka kalo banyak iklan teh;netral
Pengguna Google;5;27/03/2025 12:40;keren;positif
Pengguna Google;5;27/03/2025 12:34;sangat membantu saya untuk mengedit suatu video;positif
Pengguna Google;5;27/03/2025 12:31;kenapa waktu mau edit video nya gabisa malah langsung kembali ke layar awal;negatif
Pengguna Google;5;27/03/2025 12:30;sangat baik;positif
Pengguna Google;4;27/03/2025 12:28;Suka, lebih mudah buat edit video ????????;positif
Pengguna Google;5;27/03/2025 12:25;cukup menarik;positif
Pengguna Google;5;27/03/2025 12:25;mantap euy aplikasi nya yg tadi nya gak bisa edit edit sekarang bisa edit dengan baik dan bagus, lagunya juga rame geeasss??;positif
Pengguna Google;5;27/03/2025 12:18;sangat bsgus;positif
Pengguna Google;5;27/03/2025 12:13;Saya sangat suka aplikasi ini;positif
Pengguna Google;2;27/03/2025 12:03;banyakk iklan,buatt hp ngeleg;negatif
Pengguna Google;1;27/03/2025 11:58;aplikasi gajelas suka eror suka stak;negatif
Pengguna Google;2;27/03/2025 11:58;haduu sekarang semakin berat di hp gk bisa kebuka;negatif
Pengguna Google;5;27/03/2025 11:54;Apk nya baguss sekali tapi sejak di update jadi kyk ngelag gitu dan pas aku mau ngedit kebanyakan pro semua tolong ya fitur pro nya di sedikit kan jadi kalau ngedit gampang dan mudahh oky????;netral
Pengguna Google;1;27/03/2025 11:51;dasar aplikasi yang gak bisa di pake untuk hp kentang jangan download aplikasi ini bikin hp lu matot;negatif
Pengguna Google;5;27/03/2025 11:51;sagattt bguusss ,ini sangattt luarr biasaa;positif
Pengguna Google;1;27/03/2025 11:49;mantap;positif
Pengguna Google;3;27/03/2025 11:49;dikit dikit pro anjir;negatif
Pengguna Google;5;27/03/2025 11:44;bagus puas bgt;positif
Pengguna Google;5;27/03/2025 11:40;aplikasinya sangat bagus;positif
Pengguna Google;5;27/03/2025 11:37;Bagus banget;positif
Pengguna Google;3;27/03/2025 11:35;tolong kenapa capcut ini gak bisa di install saya udah nunggu lama malah ada gangguan ??;negatif
Pengguna Google;1;27/03/2025 11:35;Capcut burik;negatif
Pengguna Google;3;27/03/2025 11:32;aplikasi nya selalu ngeleg pas di pake sama MB nya gede banget????;netral
Pengguna Google;1;27/03/2025 11:32;aplikasi babi;negatif
Pengguna Google;1;27/03/2025 11:30;premium semua lama lama ni capcut;negatif
Pengguna Google;1;27/03/2025 11:29;terlalu banyak iklan;negatif
Pengguna Google;4;27/03/2025 11:25;kurang aja;negatif
Pengguna Google;5;27/03/2025 11:13;bagusuntuk edit;positif
Pengguna Google;5;27/03/2025 11:09;karena capcut sangat seru aku sering main capcut ini sampai dari pagi sampai ke malam dan aku sering-sering main ini edit-edit video kirim ke YouTube apa Tik tok;positif
Pengguna Google;2;27/03/2025 11:04;menurutku ini terlalu banyak pro nya, jadi saya harap kedepanya banyak yg gratis;negatif
Pengguna Google;5;27/03/2025 10:59;keren...aplikasinya Mumtaz????;positif
Pengguna Google;2;27/03/2025 10:57;ga sengaja ke hpus malah gabisa di instal lagi;negatif
Pengguna Google;3;27/03/2025 10:57;Bagus;positif
Pengguna Google;5;27/03/2025 10:57;sukakkk bgtt?????????;positif
Pengguna Google;5;27/03/2025 10:54;edit nya bagus;positif
Pengguna Google;4;27/03/2025 10:49;bgus;positif
Pengguna Google;5;27/03/2025 10:48;baik;positif
Pengguna Google;3;27/03/2025 10:45;saya memberi bintang 3 karena saat saya memainkan capcut saya selalu suka geleng dan tiba2 takeluar dengan sendirinya;negatif
Pengguna Google;5;27/03/2025 10:44;the best;positif
Pengguna Google;1;27/03/2025 10:43;ini aplikasi tolol banget;negatif
Pengguna Google;4;27/03/2025 10:36;capcur kayak Mau haji ??????prem;netral
Pengguna Google;5;27/03/2025 10:34;musik;netral
Pengguna Google;5;27/03/2025 10:28;ok;netral
Pengguna Google;1;27/03/2025 10:26;banyak iklan;negatif
Pengguna Google;1;27/03/2025 10:22;gak bisa di download padahal memo masih banyak. ada notif penyimpanan anda penuh mulu jelas jelas penyimpanan masih 1gb lagi;negatif
Pengguna Google;5;27/03/2025 10:21;saya sangat menyukai aplikasi ini jadi nya saya bisa mengedit foto atau pun vidio tapi iklan nya banyak bangetttttttttttt kadang kadang iklan nya tuh sampek 110 detik atau nggak 60 detik tapi saya tetep sabar menunggu;negatif
Pengguna Google;4;27/03/2025 10:19;sebenarnya aplikasinya sudah sangat bagus,mudah dimengerti dan efeknya keren²,tetapi tolonglah kalau mau membikin suatu fitur menjadi pro itu yang nalar aja,masa pudar masuk doang dijadiin pro,udah gitu font nya banyak juga jadi pro,sebagai user gratisan,saya cuman ingin mengedit dgn santai tanpa BAYAR Sekian terimakasih;negatif
Pengguna Google;5;27/03/2025 10:15;Saia mau download capcut nalaru. Mocxo Eni ha a ula nalima la ko Aru Moco;netral
Pengguna Google;5;27/03/2025 10:11;mantab;positif
Pengguna Google;5;27/03/2025 10:11;bagus banget aku suka sama aplikasi satu ini karna bagus bgt sayangnya aku ngga ada capcut pronya jadi nggak bisa terlalu wah gitu...;positif
Pengguna Google;5;27/03/2025 10:08;Terimakasih;positif
Pengguna Google;5;27/03/2025 10:05;kok aku ada iklan sihh;negatif
Pengguna Google;5;27/03/2025 10:01;great;positif
Pengguna Google;5;27/03/2025 09:59;mantap dan memuaskan;positif
Pengguna Google;5;27/03/2025 09:58;aplikasi nya bagus banget sya suka sekali mengunakan nya;positif
Pengguna Google;1;27/03/2025 09:57;Banyak bug, ditambah capcut sekarang pro,terus aplikasinya banyak iklan;negatif
Pengguna Google;1;27/03/2025 09:56;aplikasinya kok burik banget sih masa mau download template kesendat di 30 pas logonnya ......................................................;negatif
Pengguna Google;1;27/03/2025 09:54;apasi beret banget;negatif
Pengguna Google;5;27/03/2025 09:53;berguna untuk memakai template;positif
Pengguna Google;5;27/03/2025 09:52;bagus sekali;positif
Pengguna Google;2;27/03/2025 09:49;knp sulit di instal;negatif
Pengguna Google;1;27/03/2025 09:49;hm iyoo, berbayaro Kabeh wes;negatif
Pengguna Google;1;27/03/2025 09:49;"iniii kenapaaa aplikasinyaaa tidakk bisaaaa di downloadd yaaa?????padahal internetnyaaa jugaaa bagusss lhooooo,,mohon aplikasinyaaa segeraaa di perbaikiii yaaaaauuwwww trimakasiiiii""";negatif
Pengguna Google;4;27/03/2025 09:48;lumayan;positif
Pengguna Google;5;27/03/2025 09:48;saya tdk bisa beckap lgi ini aplikasi emng bagus bngt bisa ngedit pokok nya bagus;positif
Pengguna Google;5;27/03/2025 09:48;terbaik;positif
Pengguna Google;5;27/03/2025 09:45;bagus buat ngedit konten????;positif
Pengguna Google;1;27/03/2025 09:40;setelah di update aplikasinya tidak bisa di buka;negatif
Pengguna Google;1;27/03/2025 09:37;ada iklan nya;netral
Pengguna Google;1;27/03/2025 09:36;tda dpat di buka;negatif
Pengguna Google;5;27/03/2025 09:34;sangat membantu contohnya ada capcut aku bisa menaikkan followers terimakasih;positif
Pengguna Google;1;27/03/2025 09:33;Capcut dulu apa2 gratis , kebelet haji kah cut? sampe semua hampir dijadikan pro , mahal woy bayar pro nya!!;negatif
Pengguna Google;1;27/03/2025 09:30;apa ini lope lope lu jadiin pro, sekalian aja add foto di jadiin pro;negatif
Pengguna Google;5;27/03/2025 09:30;aplikasi ini bagua cuman udh agak bayak yang pro ya gitu deh jadi hrusss byrr segitu dulu ulsn dri sy mksih;netral
Pengguna Google;5;27/03/2025 09:28;sangat bagus tapi lambat menggistal;negatif
Pengguna Google;5;27/03/2025 09:27;sangat bagus;positif
Pengguna Google;5;27/03/2025 09:27;sangat bagus;positif
Pengguna Google;1;27/03/2025 09:13;mau lo apasih kocak.. semua aja di proin;negatif
Pengguna Google;1;27/03/2025 09:13;semoga jadi aplikasi berbayar aja ya;negatif
Pengguna Google;4;27/03/2025 09:12;"ngebantu banget buat ngedit,trs juga template nya keren² bgt,terutama aku suka bikin template buat editan idola ku,hehe. cuman sayangnya dihape ku yg satunya template terlalu tidak menyesuaikan sama yang aku suka,template terlalu alay,kyk jaman dulu bgt,maaf banget.. jadinya tuh jadul dan jelek templatenya,padahal mau yg sama kyk yg trend"" jaman sekarang.";negatif
Pengguna Google;5;27/03/2025 09:11;baguss bangeett;positif
Pengguna Google;1;27/03/2025 09:09;ngesave video berkali2 tetep susah, ribet;negatif
Pengguna Google;5;27/03/2025 09:07;apl ini sangat bagus,, aku suka??;positif
Pengguna Google;5;27/03/2025 09:06;top app;positif
Pengguna Google;5;27/03/2025 09:05;kerenn banget aplikasi nyaa;positif
Pengguna Google;4;27/03/2025 09:00;bagus;positif
Pengguna Google;4;27/03/2025 08:55;bagus;positif
Pengguna Google;5;27/03/2025 08:49;sangat bagus karena dengan aplikasi ini saya bisa menggunakan template yang sangat keren dan baguss,terimakasih;positif
Pengguna Google;5;27/03/2025 08:46;bagus;positif
Pengguna Google;3;27/03/2025 08:42;buset berat bgt nge lag loding nya lama;negatif
Pengguna Google;5;27/03/2025 08:40;capcut kalau mau ngedit slowmo videonya jadi diem;netral
Pengguna Google;1;27/03/2025 08:39;Mahal, fitur b aja, beli pro ga kepake amat;negatif
Pengguna Google;5;27/03/2025 08:36;bagus sekali karena ada ff babi;positif
Pengguna Google;1;27/03/2025 08:35;Sangat bagus;positif
Pengguna Google;1;27/03/2025 08:33;iklan nya makin ngawurrrr, tiap klik ada iklan????????????;negatif
Pengguna Google;1;27/03/2025 08:33;lambat menginstal;negatif
Pengguna Google;1;27/03/2025 08:33;Aplikasih ini tidak menggenak kan;negatif
Pengguna Google;5;27/03/2025 08:29;sangat sangat bagus banget;positif
Pengguna Google;3;27/03/2025 08:25;Tolong developer nya,MB nya bisa dikurangi gk? Saya sebenarnya suka,tapi MB nya tolong dikurangi nya.Saya jadinya suka ngehapus aplikasi nya gara² kepenuhan,jadi tolong ya developer nya,saya sangat minta tolong??;netral
Pengguna Google;5;27/03/2025 08:10;mantapkan;positif
Pengguna Google;3;27/03/2025 08:08;agak lain ini tapi bagus;netral
Pengguna Google;5;27/03/2025 08:01;templat nya pada bagus semoga bnyk templat baru;positif
Pengguna Google;5;27/03/2025 08:01;good;positif
Pengguna Google;5;27/03/2025 07:59;aplikasi ini membatu aku jadi bisa ngikut tren jadi gk ketinggalan mana lengkap is to debess;positif
Pengguna Google;1;27/03/2025 07:55;coba kurangi itu yang pro nya terlalu banyak baru harus bayar;negatif
Pengguna Google;1;27/03/2025 07:51;parah bnget semua nya jadi berbayar ??;negatif
Pengguna Google;1;27/03/2025 07:50;kebanyakan iklan;negatif
Pengguna Google;1;27/03/2025 07:50;selamat siang mohon kebijakan dalam fiturnya saya tidak sengaja berlangganan tapi kenapa uang saya ditarik otomatis dari DANA saya;negatif
Pengguna Google;1;27/03/2025 07:50;banyak bug di teks to audio;netral
Pengguna Google;1;27/03/2025 07:49;foto² gak bisa diimpor tolong;negatif
Pengguna Google;5;27/03/2025 07:46;Karna sangat bagus;positif
Pengguna Google;3;27/03/2025 07:42;tidak bisa di buka;negatif
Pengguna Google;2;27/03/2025 07:40;capcut kebelet haji;negatif
Pengguna Google;1;27/03/2025 07:40;skip, sekarang semuanya pro, makin ngelag + banyak iklan;negatif
Pengguna Google;5;27/03/2025 07:37;Lebih cepat daripada biasanya edit edit biasa;positif
Pengguna Google;5;27/03/2025 07:36;bguss ??;positif
Pengguna Google;2;27/03/2025 07:36;banyak beberapa fitur tadinya free skrng jd prbayar..emng sih ga seberapa tapi masa iya fitur normal jd prabayar..;negatif
Pengguna Google;1;27/03/2025 07:30;gabisa di download cok;negatif
Pengguna Google;4;27/03/2025 07:28;saya tidak bisa mendownload nyaaa;negatif
Pengguna Google;5;27/03/2025 07:25;mantap;positif
Pengguna Google;5;27/03/2025 07:22;awalnya nge lek tapi lama-kelamaan malah bgs tapi pro dulu mah gratisan sekarang malah pro semua yang pemula mau beli harus minta orang tua tolong di perbaiki ya developer??;netral
Pengguna Google;3;27/03/2025 07:20;bagus dan berguna banget untuk tugas buat jj,video dll bisa edit di capcut.Tetapi mungkin tolong dikurangi iklan dan fitur pro nya,makin banyak soalnya muncul pro serta iklan;negatif
Pengguna Google;5;27/03/2025 07:20;yaudah;netral
Pengguna Google;4;27/03/2025 07:18;kebanyakan iklan;negatif
Pengguna Google;5;27/03/2025 07:15;Aplikasi nya bagus banget buat edit video jadinya banyak suka editan ku di youtubr;positif
Pengguna Google;5;27/03/2025 07:15;keren habis, tapi ga gratis ??;netral
Pengguna Google;4;27/03/2025 07:12;kebanyakan iklan,tapi kalok buat edit bagus????;negatif
Pengguna Google;1;27/03/2025 07:11;iklan;negatif
Pengguna Google;5;27/03/2025 07:10;bgus;positif
Pengguna Google;5;27/03/2025 07:09;sangat bagus tapi kalo malam suka lag tapi tetap bagus yang pentik kurangin iklan nya cuma itu yang saya terima kasih??;negatif
Pengguna Google;5;27/03/2025 07:06;ngedit paling mudah simpel gak ribett ?????? yang ribet cuma iklannya aja buaanyaakkkkk ????;negatif
Pengguna Google;5;27/03/2025 07:04;capcut ini sangat seru sekali bisa buat JJ,dll;positif
Pengguna Google;3;27/03/2025 07:03;bagus tapi kebanyakan yang pro;netral
Pengguna Google;5;27/03/2025 07:00;wah. keren. banget. aplikassi. ini. saya. sangat. suka. dan. aplikasi. ini. edit nya. gampang. tapi.;positif
Pengguna Google;3;27/03/2025 06:58;bagus sih tapi banyak iklan jirr??;negatif
Pengguna Google;5;27/03/2025 06:57;Sangat Bagus untuk mengedit foto kita;positif
Pengguna Google;3;27/03/2025 06:54;bagus diawal , pas udh di update jadi banyak bgt yang pro , yang biasa ny dipake juga di jadiin pro tolong kurangin yang pro , jdi lebih bagus buat ngedit;netral
Pengguna Google;5;27/03/2025 06:54;Oke;netral
Pengguna Google;5;27/03/2025 06:52;mantap;positif
Pengguna Google;5;27/03/2025 06:47;bagus tapi kalau mau di update nggak bisa , ayo dong buat bisa di update;netral
Pengguna Google;2;27/03/2025 06:44;bagus;positif
Pengguna Google;5;27/03/2025 06:43;bagus banget apk nya bisa buat pemula konten creator yang gk bisa ngedit karena disini juga ada tempalate nya juga pokoknya bintang 5????????;positif
Pengguna Google;5;27/03/2025 06:42;kerja bagus ??;positif
Pengguna Google;4;27/03/2025 06:41;kalo lapar makan, klo gaada uang ya kerja, bukan kalo lapar ga ada duit, malah kerja nya bikin semua fitur pro ??;netral
Pengguna Google;3;27/03/2025 06:40;karena harus bayar dulu untuk mengekspor;netral
Pengguna Google;2;27/03/2025 06:37;Bagus S tapi pas udah D ekspor poto ya suka item kenapasi poto yahh suka item mulu??;netral
Pengguna Google;5;27/03/2025 06:36;ini capcut bagus bngtt...aku suka!! tinggal nulis aja mau apa dah muncul..bagus banget! tapi tolong ini kebanyakan iklan..;netral
Pengguna Google;5;27/03/2025 06:34;aplikasi ini bagus untuk ngedit saya kasih bintang 5 karena emang bagus terimakasih developer telah membuat kan aplikasi ngedit mudah...;positif
Pengguna Google;1;27/03/2025 06:30;kebanyakan iklan;negatif
Pengguna Google;1;27/03/2025 06:29;jlk pro kabeuh geleh;negatif
Pengguna Google;5;27/03/2025 06:28;bagus tapi menurut saya jangan di jadiin semua nya jadi pro;netral
Pengguna Google;5;27/03/2025 06:24;aplikasi ini sangat bagus dari saya pakai pertama kali sampai sekarang;positif
Pengguna Google;1;27/03/2025 06:23;cap cut ada iklan Judol nya!!!!;negatif
Pengguna Google;5;27/03/2025 06:19;sangat amat bagus sekalih;positif
Pengguna Google;5;27/03/2025 06:13;bagus!;positif
Pengguna Google;5;27/03/2025 06:13;bagus bangetseh;positif
Pengguna Google;1;27/03/2025 06:12;capcut Taii Sekarang Kloo Mauuu Ngeditt kmbli Muluu Taiii Lahh;negatif
Pengguna Google;5;27/03/2025 06:11;aplikasi ini mantabs;positif
Pengguna Google;2;27/03/2025 06:09;fitur nya lengkap dan oke banget sayangnya pro semua kasian ank² yg baru blajar bikin animasi kanyak aku atau ngedit² lainnya soalnya ak gk ad uang buat pronya kebanyakan pro sii??;netral
Pengguna Google;5;27/03/2025 06:06;bagus;positif
Pengguna Google;3;27/03/2025 06:04;semoga lancar selalu kurangi pro berbayar aku mohon;negatif
Pengguna Google;3;27/03/2025 05:57;makin banyak iklan;negatif
Pengguna Google;5;27/03/2025 05:56;bagusss banget buat ngedit;positif
Pengguna Google;5;27/03/2025 05:54;Bagus sihh tapi Masi agak kurang gtu;netral
Pengguna Google;1;27/03/2025 05:51;mkin lm mkin parah,iklan dmn2,semua serba pro;negatif
Pengguna Google;5;27/03/2025 05:51;ok;netral
Pengguna Google;5;27/03/2025 05:49;Aplikasi the Best banget sangat mudah di gunakan dan sangat terhibur pokok ee mantap Aplikasi ini;positif
Pengguna Google;5;27/03/2025 05:44;aku kasih bintang lima karen akalau tidak ada capcut aku harus pakai jj tiktok aku suka sama capcut karena menurutku sangat bagus bagiku;positif
Pengguna Google;1;27/03/2025 05:43;Aplikasi tidak dapat diinstal padahal ruang penyimpanan tersedia;negatif
Pengguna Google;5;27/03/2025 05:41;Aku suka apil kasih ini bagus seru untuk di mainkan buat di bikin video bisa bisa banget buat kalian ya ayo pake aplikasih ini????;positif
Pengguna Google;5;27/03/2025 05:39;????????????;positif
Pengguna Google;2;27/03/2025 05:39;b aja sih;negatif
Pengguna Google;1;27/03/2025 05:32;Makin update makin semua nya harus pro. Saking pelitnya ni apk, bikin slowmo aj harus bayar dulu Disarankan mending donwload bajakan saja/gak usah di update lagi ni apk kalau gak mau nyesel sama semua fitur yang di bikin berbayar semua karena update terbaru ni apk;negatif
Pengguna Google;4;27/03/2025 05:31;??g?s s?k???;positif
Pengguna Google;1;27/03/2025 05:30;premium aja semua sekalian;negatif
Pengguna Google;4;27/03/2025 05:29;radg;netral
Pengguna Google;5;27/03/2025 05:27;saya sangat menyukai dengan aplikasi ini;positif
Pengguna Google;5;27/03/2025 05:23;gokil enak banget buat ngedit walaupun banyak iklan;netral
Pengguna Google;2;27/03/2025 05:21;cuma keluar apk sebentar udah ngestuck gajelas?? udah gitu ada beberapa fitur yang pro tapi hasil b aja;negatif
Pengguna Google;5;27/03/2025 05:20;saya sangat senang dengan aplikasi ini kerena mudah di atur;positif
Pengguna Google;2;27/03/2025 05:19;oi apaan si capcut,, kbnyakan iklan, dulu cuma 1 iklan wajar lah,, lha ini mau expor aja smpe 3 iklan.. kelamaan njir... jadi males pake aplikasinya..;negatif
Pengguna Google;3;27/03/2025 05:18;Maaf aku cuman kasih bintang 3 karna capcut jadi pro kenapa sekarang fitur capcut ada yang harus bayar padahal dulu free loh tolong capcut yg sekarang di jadikan seperti dulu yaa maaf kalau ulasan saya sedikit menyakitkan tapi ini emang kenyataannya maaf yaaa;negatif
Pengguna Google;1;27/03/2025 05:18;hampir pro semua ih;netral
Pengguna Google;4;27/03/2025 05:14;hasil nya bagus memuaskan tpii inih tolong lama banget apa ada kesalahan ya pliss tolong di proses nya lebih cepat tolong yaa ????????;netral
Pengguna Google;1;27/03/2025 05:14;ngelag nya minta ampun. udah sabar nunggu tapi tiba2 keluar sendiri dari apk, udh di coba beberapa kali tapi tetep sama, aku mikir apa gara2 hp ku tapi setelah buka apk lain lancar2 ajaa. tolong di perbaikiiii;negatif
Pengguna Google;5;27/03/2025 05:10;Alhamdulillah luar biasa;positif
Pengguna Google;5;27/03/2025 05:08;sangat suka;positif
Pengguna Google;3;27/03/2025 05:07;capcut sekarang apa apa pake proo?????;netral
Pengguna Google;5;27/03/2025 05:05;bagus bisa buat ngedit foto dan video;positif
Pengguna Google;5;27/03/2025 05:03;SANGAT BANGUUSSSSSSSSSSS -1 susah di download;negatif
Pengguna Google;3;27/03/2025 05:01;banyak banget iklannya;negatif
Pengguna Google;5;27/03/2025 04:59;aplikasi ny mantap benerr????;positif
Pengguna Google;5;27/03/2025 04:58;Wow bagus banget mintang 5;positif
Pengguna Google;5;27/03/2025 04:57;bagus dan berguna untuk semua orang;positif
Pengguna Google;5;27/03/2025 04:57;pokok nya keren bangett sama bagusss sumpahhh;positif
Pengguna Google;4;27/03/2025 04:43;aplikasinya sih bagus tapi tolong kurangi pronya masak hampir semuanya pro mau kebelet haji apa gimana jadi tolong ya;netral
Pengguna Google;1;27/03/2025 04:43;Kok aplikasi ny g bisa y??;negatif
Pengguna Google;5;27/03/2025 04:43;sangat baik,dan motifasi;positif
Pengguna Google;5;27/03/2025 04:42;seru menarik lagu nya bagus bagus keren deh??;positif
Pengguna Google;5;27/03/2025 04:42;Halo, saya Ada keluhan, knp capcut saya for close?;netral
Pengguna Google;2;27/03/2025 04:42;apk ny bagus tpi terlalu bnyk iklan;netral
Pengguna Google;5;27/03/2025 04:35;ini sangat berguna untuk saya dan lebih banyak di situ dan aplikasi ini berguna untuk saya terima kasih????????????????;positif
Pengguna Google;5;27/03/2025 04:31;bagussss;positif
Pengguna Google;5;27/03/2025 04:30;nice apk;positif
Pengguna Google;5;27/03/2025 04:28;bagus tpi nge bug;netral
Pengguna Google;5;27/03/2025 04:23;bagusss bangettt;positif
Pengguna Google;5;27/03/2025 04:22;bgus;positif
Pengguna Google;1;27/03/2025 04:11;ngeleg mluuuu;negatif
Pengguna Google;1;27/03/2025 04:10;makin ngelag dan pro semua anjir;negatif
Pengguna Google;1;27/03/2025 04:08;bikin hp lelet;netral
Pengguna Google;5;27/03/2025 04:01;sangat berguna untuk ucapan hari besar;positif
Pengguna Google;1;27/03/2025 03:59;soalnya layar nya menjadi hitam mohon konfirmasi ini kenapa sering iklan terlalu banyak iklan;negatif
Pengguna Google;1;27/03/2025 03:58;berbayar semua;netral
Pengguna Google;5;27/03/2025 03:51;capcut sangat membantu saya saya beri bintang lima;positif
Pengguna Google;5;27/03/2025 03:44;knp capcut ya gak bisa pakai;negatif
Pengguna Google;5;27/03/2025 03:44;Keren mudah editnya;positif
Pengguna Google;1;27/03/2025 03:44;notifnya berat asu bikin maen game patah patah kalau ada notif nih apk satu;negatif
Pengguna Google;1;27/03/2025 03:38;apa apa bayar kont;negatif
Pengguna Google;4;27/03/2025 03:37;bagus sih tapi suka ngebug;negatif
Pengguna Google;4;27/03/2025 03:35;bgus aj si;positif
Pengguna Google;5;27/03/2025 03:34;mantap;positif
